sample_id,track_id,segment_frame_index,raw_frame_index,official_position_index,x_actual_mm,target_width_mm,primary_label_eligible,sem_mapping_id,sem_protocol_id,sem_source_path,sem_tile_id,central_mask_native_bounds,upstream_native_bounds,downstream_native_bounds,sem_input_available,sem_exclusion_reason,border_flag,tile_boundary_flag,context_clipped_flag,upstream_available,downstream_available,valid_pixel_fraction
T8_F271,8,271,608,271,74.3,0.820292,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_05.tif,5,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F272,8,272,609,272,74.5,0.7247240000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_05.tif,5,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F273,8,273,610,273,74.7,0.8163100000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_05.tif,5,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F274,8,274,611,274,74.9,0.8043640000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_05.tif,5,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F275,8,275,612,275,75.1,0.7446340000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_05.tif,5,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F276,8,276,613,276,75.3,0.8163100000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_05.tif,5,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F277,8,277,614,277,75.5,0.661012,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F278,8,278,615,278,75.7,0.7764900000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F279,8,279,616,279,75.9,0.7804720000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F280,8,280,617,280,76.1,0.8242740000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F281,8,281,618,281,76.3,0.7446340000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F282,8,282,619,282,76.5,0.943734,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F283,8,283,620,283,76.7,0.907896,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F284,8,284,621,284,76.9,0.8760400000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,182:311,22:182,311:471,True,,False,False,False,True,True,1.0
T8_F285,8,285,622,285,77.1,0.864094,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,214:343,55:214,343:503,True,,False,False,False,True,True,1.0
T8_F286,8,286,623,286,77.3,0.7486160000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,246:375,87:246,375:535,True,,False,False,False,True,True,1.0
T8_F287,8,287,624,287,77.5,0.7725080000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,278:407,119:278,407:567,True,,False,False,False,True,True,1.0
T8_F288,8,288,625,288,77.7,0.8202920000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,310:439,151:310,439:599,True,,False,False,False,True,True,1.0
T8_F289,8,289,626,289,77.9,0.943734,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,342:472,183:342,472:631,True,,False,False,False,True,True,1.0
T8_F290,8,290,627,290,78.1,0.4619119999999999,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,374:504,215:374,504:663,True,,False,False,False,True,True,1.0
T8_F291,8,291,628,291,78.3,0.93577,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,406:536,247:406,536:695,True,,False,False,False,True,True,1.0
T8_F292,8,292,629,292,78.5,0.700832,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,438:568,279:438,568:727,True,,False,False,False,True,True,1.0
T8_F293,8,293,630,293,78.7,0.8481660000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,471:600,311:471,600:759,True,,False,False,False,True,True,1.0
T8_F294,8,294,631,294,78.9,0.911878,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,503:632,343:503,632:791,True,,False,False,False,True,True,1.0
T8_F295,8,295,632,295,79.1,0.63712,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,535:664,375:535,664:823,True,,False,False,False,True,True,1.0
T8_F296,8,296,633,296,79.3,0.884004,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,567:696,407:567,696:855,True,,False,False,False,True,True,1.0
T8_F297,8,297,634,297,79.5,0.6530480000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,599:728,439:599,728:888,True,,False,False,False,True,True,1.0
T8_F298,8,298,635,298,79.7,0.7844540000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,631:760,472:631,760:920,True,,False,False,False,True,True,1.0
T8_F299,8,299,636,299,79.9,0.8800220000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,663:792,504:663,792:952,True,,False,False,False,True,True,1.0
T8_F300,8,300,637,300,80.1,0.927806,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,695:824,536:695,824:984,True,,False,False,False,True,True,1.0
T8_F301,8,301,638,301,80.3,0.7048140000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,727:856,568:727,856:1016,True,,False,False,False,True,True,1.0
T8_F302,8,302,639,302,80.5,0.69685,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F303,8,303,640,303,80.7,0.8202920000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F304,8,304,641,304,80.9,0.6928679999999999,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F305,8,305,642,305,81.1,0.7287060000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F306,8,306,643,306,81.3,0.89595,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F307,8,307,644,307,81.5,0.661012,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F308,8,308,645,308,81.7,0.7326880000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F309,8,309,646,309,81.9,0.923824,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F310,8,310,647,310,82.1,0.832238,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F311,8,311,648,311,82.3,0.533588,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F312,8,312,649,312,82.5,0.93577,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F313,8,313,650,313,82.7,0.7525980000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F314,8,314,651,314,82.9,0.6849040000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,164:294,5:164,294:453,True,,False,False,False,True,True,1.0
T8_F315,8,315,652,315,83.1,0.800382,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,196:326,37:196,326:485,True,,False,False,False,True,True,1.0
T8_F316,8,316,653,316,83.3,0.7048140000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,228:358,69:228,358:517,True,,False,False,False,True,True,1.0
T8_F317,8,317,654,317,83.5,0.764544,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,260:390,101:260,390:549,True,,False,False,False,True,True,1.0
T8_F318,8,318,655,318,83.7,0.4858040000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,293:422,133:293,422:581,True,,False,False,False,True,True,1.0
T8_F319,8,319,656,319,83.9,0.7924180000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,325:454,165:325,454:613,True,,False,False,False,True,True,1.0
T8_F320,8,320,657,320,84.1,0.947716,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,357:486,197:357,486:645,True,,False,False,False,True,True,1.0
T8_F321,8,321,658,321,84.3,0.947716,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,389:518,229:389,518:677,True,,False,False,False,True,True,1.0
T8_F322,8,322,659,322,84.5,0.8481660000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,421:550,261:421,550:710,True,,False,False,False,True,True,1.0
T8_F323,8,323,660,323,84.7,0.724724,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,453:582,294:453,582:742,True,,False,False,False,True,True,1.0
T8_F324,8,324,661,324,84.9,0.764544,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,485:614,326:485,614:774,True,,False,False,False,True,True,1.0
T8_F325,8,325,662,325,85.1,0.8362200000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,517:646,358:517,646:806,True,,False,False,False,True,True,1.0
T8_F326,8,326,663,326,85.3,0.808346,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,549:678,390:549,678:838,True,,False,False,False,True,True,1.0
T8_F327,8,327,664,327,85.5,0.6570300000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,581:711,422:581,711:870,True,,False,False,False,True,True,1.0
T8_F328,8,328,665,328,85.7,0.653048,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,613:743,454:613,743:902,True,,False,False,False,True,True,1.0
T8_F329,8,329,666,329,85.9,0.732688,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,645:775,486:645,775:934,True,,False,False,False,True,True,1.0
T8_F330,8,330,667,330,86.1,0.852148,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,677:807,518:677,807:966,True,,False,False,False,True,True,1.0
T8_F331,8,331,668,331,86.3,0.8601120000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,710:839,550:710,839:998,True,,False,False,False,True,True,1.0
T8_F332,8,332,669,332,86.5,0.927806,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F333,8,333,670,333,86.7,0.8879859999999999,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F334,8,334,671,334,86.9,0.8561300000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F335,8,335,672,335,87.1,0.760562,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F336,8,336,673,336,87.3,0.8640940000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F337,8,337,674,337,87.5,0.784454,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F338,8,338,675,338,87.7,0.760562,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F339,8,339,676,339,87.9,0.87604,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F340,8,340,677,340,88.1,0.919842,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F341,8,341,678,341,88.3,0.509696,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F342,8,342,679,342,88.5,0.860112,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F343,8,343,680,343,88.7,0.6530480000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F344,8,344,681,344,88.9,0.8561300000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F345,8,345,682,345,89.1,0.8720580000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,184:314,25:184,314:473,True,,False,False,False,True,True,1.0
T8_F346,8,346,683,346,89.3,0.9198420000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,216:346,57:216,346:505,True,,False,False,False,True,True,1.0
T8_F347,8,347,684,347,89.5,0.6570300000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,248:378,89:248,378:537,True,,False,False,False,True,True,1.0
T8_F348,8,348,685,348,89.7,0.7565800000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,280:410,121:280,410:569,True,,False,False,False,True,True,1.0
T8_F349,8,349,686,349,89.9,0.69685,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,313:442,153:313,442:601,True,,False,False,False,True,True,1.0
T8_F350,8,350,687,350,90.1,0.931788,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,345:474,185:345,474:633,True,,False,False,False,True,True,1.0
T8_F351,8,351,688,351,90.3,0.903914,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,377:506,217:377,506:665,True,,False,False,False,True,True,1.0
T8_F352,8,352,689,352,90.5,0.903914,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,409:538,249:409,538:697,True,,False,False,False,True,True,1.0
T8_F353,8,353,690,353,90.7,0.911878,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,441:570,281:441,570:730,True,,False,False,False,True,True,1.0
T8_F354,8,354,691,354,90.9,0.5694260000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,473:602,314:473,602:762,True,,False,False,False,True,True,1.0
T8_F355,8,355,692,355,91.1,0.864094,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,505:634,346:505,634:794,True,,False,False,False,True,True,1.0
T8_F356,8,356,693,356,91.3,0.911878,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,537:666,378:537,666:826,True,,False,False,False,True,True,1.0
T8_F357,8,357,694,357,91.5,0.621192,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,569:698,410:569,698:858,True,,False,False,False,True,True,1.0
T8_F358,8,358,695,358,91.7,0.7884360000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,601:731,442:601,731:890,True,,False,False,False,True,True,1.0
T8_F359,8,359,696,359,91.9,0.7167600000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,633:763,474:633,763:922,True,,False,False,False,True,True,1.0
T8_F360,8,360,697,360,92.1,0.8242740000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,665:795,506:665,795:954,True,,False,False,False,True,True,1.0
T8_F361,8,361,698,361,92.3,0.609246,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,697:827,538:697,827:986,True,,False,False,False,True,True,1.0
T8_F362,8,362,699,362,92.5,0.7247240000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,730:859,570:730,859:1018,True,,False,False,False,True,True,1.0
T8_F363,8,363,700,363,92.7,0.688886,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F364,8,364,701,364,92.9,0.8680760000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F365,8,365,702,365,93.1,0.7486160000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
