sample_id,track_id,official_position_index,x_actual_mm,sem_source_path,sem_tile_id,sem_mosaic_coordinate_px,sem_local_coordinate_px,sem_cross_track_reference_px,along_track_axis,increasing_x_direction,sem_mapping_id,mapping_source,mapping_confidence,mapping_available,mapping_exclusion_reason,distance_to_image_border_px,distance_to_tile_boundary_px
T8_F302,8,302,80.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,9703.287890938253,823.8635280348191,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,199.13647196518093,199.13647196518093
T8_F303,8,303,80.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,9735.364875701684,855.9405127982518,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,167.0594872017482,167.0594872017482
T8_F304,8,304,80.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,9767.441860465116,888.0174975616844,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,134.98250243831558,134.98250243831558
T8_F305,8,305,81.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,9799.518845228547,920.0944823251149,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,102.90551767488512,102.90551767488512
T8_F306,8,306,81.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,9831.59582999198,952.1714670885475,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,70.8285329114525,70.8285329114525
T8_F307,8,307,81.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_04.tif,4,9863.672814755413,984.2484518519802,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,38.751548148019765,38.751548148019765
T8_F308,8,308,81.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,9895.749799518846,36.45441486026066,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,36.45441486026066,36.45441486026066
T8_F309,8,309,81.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,9927.826784282279,68.53139962369336,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,68.53139962369336,68.53139962369336
T8_F310,8,310,82.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,9959.903769045708,100.60838438712376,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,100.60838438712376,100.60838438712376
T8_F311,8,311,82.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,9991.98075380914,132.68536915055645,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,132.68536915055645,132.68536915055645
T8_F312,8,312,82.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10024.057738572574,164.76235391398916,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,164.76235391398916,164.76235391398916
T8_F313,8,313,82.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10056.134723336007,196.83933867742184,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,196.83933867742184,196.83933867742184
T8_F314,8,314,82.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10088.21170809944,228.91632344085454,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,228.91632344085454,228.91632344085454
T8_F315,8,315,83.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10120.28869286287,260.993308204285,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,260.993308204285,260.993308204285
T8_F316,8,316,83.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10152.365677626303,293.07029296771765,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,293.07029296771765,293.07029296771765
T8_F317,8,317,83.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10184.442662389734,325.1472777311503,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,325.1472777311503,325.1472777311503
T8_F318,8,318,83.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10216.519647153167,357.22426249458306,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,357.22426249458306,357.22426249458306
T8_F319,8,319,83.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10248.5966319166,389.30124725801574,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,389.30124725801574,389.30124725801574
T8_F320,8,320,84.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10280.673616680031,421.37823202144614,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,421.37823202144614,421.37823202144614
T8_F321,8,321,84.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10312.750601443464,453.4552167848788,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,453.4552167848788,453.4552167848788
T8_F322,8,322,84.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10344.827586206897,485.53220154831155,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,485.53220154831155,485.53220154831155
T8_F323,8,323,84.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10376.90457097033,517.6091863117442,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,505.3908136882558,505.3908136882558
T8_F324,8,324,84.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10408.981555733762,549.686171075177,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,473.31382892482304,473.31382892482304
T8_F325,8,325,85.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10441.058540497192,581.7631558386073,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,441.2368441613927,441.2368441613927
T8_F326,8,326,85.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10473.135525260624,613.84014060204,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,409.15985939795996,409.15985939795996
T8_F327,8,327,85.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10505.212510024057,645.9171253654727,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,377.08287463452734,377.08287463452734
T8_F328,8,328,85.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10537.28949478749,677.9941101289054,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,345.0058898710946,345.0058898710946
T8_F329,8,329,85.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10569.366479550923,710.0710948923381,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,312.9289051076619,312.9289051076619
T8_F330,8,330,86.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10601.443464314354,742.1480796557685,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,280.85192034423153,280.85192034423153
T8_F331,8,331,86.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10633.520449077787,774.2250644192012,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,248.7749355807988,248.7749355807988
T8_F332,8,332,86.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10665.597433841218,806.3020491826339,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,216.69795081736606,216.69795081736606
T8_F333,8,333,86.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10697.67441860465,838.3790339460666,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,184.62096605393344,184.62096605393344
T8_F334,8,334,86.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10729.751403368084,870.4560187094993,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,152.5439812905007,152.5439812905007
T8_F335,8,335,87.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10761.828388131515,902.5330034729296,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,120.46699652707036,120.46699652707036
T8_F336,8,336,87.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10793.905372894948,934.6099882363624,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,88.39001176363763,88.39001176363763
T8_F337,8,337,87.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_03.tif,3,10825.98235765838,966.6869729997951,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,56.3130270002049,56.3130270002049
T8_F338,8,338,87.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,10858.059342421813,24.30927589398589,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,24.30927589398589,24.30927589398589
T8_F339,8,339,87.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,10890.136327185246,56.38626065741858,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,56.38626065741858,56.38626065741858
T8_F340,8,340,88.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,10922.213311948675,88.46324542084899,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,88.46324542084899,88.46324542084899
T8_F341,8,341,88.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,10954.290296712108,120.5402301842817,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,120.5402301842817,120.5402301842817
T8_F342,8,342,88.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,10986.367281475541,152.6172149477144,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,152.6172149477144,152.6172149477144
T8_F343,8,343,88.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11018.444266238974,184.69419971114706,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,184.69419971114706,184.69419971114706
T8_F344,8,344,88.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11050.521251002407,216.77118447457977,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,216.77118447457977,216.77118447457977
T8_F345,8,345,89.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11082.598235765838,248.84816923801017,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,248.84816923801017,248.84816923801017
T8_F346,8,346,89.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11114.67522052927,280.9251540014429,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,280.9251540014429,280.9251540014429
T8_F347,8,347,89.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11146.752205292702,313.00213876487555,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,313.00213876487555,313.00213876487555
T8_F348,8,348,89.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11178.829190056134,345.0791235283083,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,345.0791235283083,345.0791235283083
T8_F349,8,349,89.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11210.906174819567,377.15610829174096,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,377.15610829174096,377.15610829174096
T8_F350,8,350,90.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11242.983159582998,409.23309305517137,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,409.23309305517137,409.23309305517137
T8_F351,8,351,90.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11275.060144346431,441.31007781860404,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,441.31007781860404,441.31007781860404
T8_F352,8,352,90.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11307.137129109864,473.3870625820368,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,473.3870625820368,473.3870625820368
T8_F353,8,353,90.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11339.214113873297,505.46404734546945,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,505.46404734546945,505.46404734546945
T8_F354,8,354,90.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11371.29109863673,537.5410321089022,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,485.4589678910978,485.4589678910978
T8_F355,8,355,91.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11403.368083400159,569.6180168723325,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,453.38198312766747,453.38198312766747
T8_F356,8,356,91.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11435.445068163592,601.6950016357653,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,421.30499836423473,421.30499836423473
T8_F357,8,357,91.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11467.522052927025,633.7719863991979,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,389.2280136008021,389.2280136008021
T8_F358,8,358,91.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11499.599037690457,665.8489711626306,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,357.1510288373694,357.1510288373694
T8_F359,8,359,91.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11531.67602245389,697.9259559260634,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,325.07404407393665,325.07404407393665
T8_F360,8,360,92.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11563.753007217321,730.0029406894937,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,292.9970593105063,292.9970593105063
T8_F361,8,361,92.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11595.829991980752,762.0799254529264,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,260.92007454707357,260.92007454707357
T8_F362,8,362,92.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11627.906976744185,794.1569102163592,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,228.84308978364083,228.84308978364083
T8_F363,8,363,92.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11659.983961507618,826.2338949797918,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,196.76610502020822,196.76610502020822
T8_F364,8,364,92.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11692.06094627105,858.3108797432245,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,164.68912025677548,164.68912025677548
T8_F365,8,365,93.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11724.137931034482,890.3878645066549,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,132.61213549334514,132.61213549334514
T8_F366,8,366,93.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11756.214915797915,922.4648492700876,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,100.5351507299124,100.5351507299124
T8_F367,8,367,93.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11788.291900561348,954.5418340335203,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,68.45816596647967,68.45816596647967
T8_F368,8,368,93.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_02.tif,2,11820.36888532478,986.618818796953,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,36.38118120304705,36.38118120304705
T8_F369,8,369,93.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,11852.445870088213,45.65196471531612,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,45.65196471531612,45.65196471531612
T8_F370,8,370,94.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,11884.522854851642,77.72894947874653,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,77.72894947874653,77.72894947874653
T8_F371,8,371,94.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,11916.599839615075,109.80593424217922,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,109.80593424217922,109.80593424217922
T8_F372,8,372,94.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,11948.676824378508,141.8829190056119,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,141.8829190056119,141.8829190056119
T8_F373,8,373,94.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,11980.753809141941,173.95990376904462,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,173.95990376904462,173.95990376904462
T8_F374,8,374,94.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12012.830793905374,206.0368885324773,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,206.0368885324773,206.0368885324773
T8_F375,8,375,95.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12044.907778668805,238.11387329590772,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,238.11387329590772,238.11387329590772
T8_F376,8,376,95.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12076.984763432236,270.1908580593404,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,270.1908580593404,270.1908580593404
T8_F377,8,377,95.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12109.061748195669,302.2678428227731,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,302.2678428227731,302.2678428227731
T8_F378,8,378,95.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12141.138732959102,334.3448275862058,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,334.3448275862058,334.3448275862058
T8_F379,8,379,95.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12173.215717722534,366.4218123496385,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,366.4218123496385,366.4218123496385
T8_F380,8,380,96.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12205.292702485965,398.4987971130689,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,398.4987971130689,398.4987971130689
T8_F381,8,381,96.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12237.369687249398,430.5757818765016,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,430.5757818765016,430.5757818765016
T8_F382,8,382,96.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12269.446672012831,462.65276663993427,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,462.65276663993427,462.65276663993427
T8_F383,8,383,96.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12301.523656776264,494.729751403367,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,494.729751403367,494.729751403367
T8_F384,8,384,96.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12333.600641539697,526.8067361667996,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,496.1932638332004,496.1932638332004
T8_F385,8,385,97.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12365.677626303126,558.8837209302301,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,464.1162790697699,464.1162790697699
T8_F386,8,386,97.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12397.754611066559,590.9607056936628,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,432.0392943063372,432.0392943063372
T8_F387,8,387,97.5,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12429.831595829992,623.0376904570954,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,399.96230954290456,399.96230954290456
T8_F388,8,388,97.7,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12461.908580593425,655.1146752205282,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,367.88532477947183,367.88532477947183
T8_F389,8,389,97.9,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12493.985565356857,687.1916599839609,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,335.8083400160391,335.8083400160391
T8_F390,8,390,98.1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12526.062550120289,719.2686447473912,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,303.73135525260875,303.73135525260875
T8_F391,8,391,98.3,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_01.tif,1,12558.13953488372,751.345629510824,384.0,horizontal,left_to_right,sem_mapping_deadline_v1,README physical interval + documented tile order + TIFF stage coordinates + static engineering QA,low,True,,271.654370489176,271.654370489176
