sample_id,track_id,segment_frame_index,raw_frame_index,x_actual_mm,official_position_index,height_window_available,height_estimator_id,height_estimator_config_hash,leveling_method_id,boundary_method_id,aggregation_half_width_mm,target_protocol_version,target_y_left_mm,target_y_right_mm,target_width_mm,target_center_mm,finite_boundary_prediction,estimator_exclusion_reason,primary_label_policy_id,primary_label_eligible,primary_label_exclusion_reason,sensitivity_local_valid_ge_0p50,sensitivity_side_support_ge_0p50,sensitivity_local_and_side_support_ge_0p50,human_reference_available,human_reference_source,human_measurability,human_width_mm,human_center_mm,frozen_v1_width_error_vs_human_mm,frozen_v1_center_error_vs_human_mm,local_height_valid_fraction,aggregation_valid_fraction,central_region_valid_fraction,left_substrate_valid_fraction,right_substrate_valid_fraction,left_boundary_distance_to_nearest_nan_mm,right_boundary_distance_to_nearest_nan_mm,aggregation_sensitivity_width_mm,aggregation_sensitivity_center_mm,maximum_method_disagreement_width_mm,maximum_method_disagreement_center_mm,width_neighbor_difference_mm,center_neighbor_difference_mm,apparent_cap_flag,distance_to_candidate_limit_mm,aggregation_width_sensitivity_mm,aggregation_center_sensitivity_mm,maximum_method_width_disagreement_mm,maximum_method_center_disagreement_mm
T8_F365,8,365,702,93.1,365,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.680922,1.4295380000000002,0.7486160000000002,1.0552300000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9583333333333334,0.6234583333333333,1.0,0.900990099009901,1.0,0.250866,0.45792999999999995,0.023891999999999802,0.007964000000000082,0.0517660000000002,0.02986500000000003,0.07167599999999985,0.06769400000000009,False,0.020461999999999758,0.023891999999999802,0.007964000000000082,0.0517660000000002,0.02986500000000003
T8_F366,8,366,703,93.3,366,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5773900000000001,1.349898,0.772508,0.9636440000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9791666666666666,0.6254166666666666,1.0,0.9900990099009901,0.9318181818181818,0.23095600000000005,0.3105960000000001,0.007964000000000082,0.003982000000000041,0.007964000000000082,0.003982000000000041,0.04579299999999997,0.07068050000000003,False,0.07739000000000007,0.007964000000000082,0.003982000000000041,0.007964000000000082,0.003982000000000041
T8_F367,8,367,704,93.5,367,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.593318,1.4335200000000001,0.8402020000000001,1.013419,True,,all_finite_height_estimator_v1,True,,True,True,True,True,pilot_1,uncertain,0.93,1.035,-0.08979799999999993,-0.02158099999999985,0.95625,0.6480833333333333,1.0,0.8613861386138614,0.9431818181818182,0.12742399999999998,0.37032599999999993,0.05973000000000006,0.02986500000000003,0.08362200000000009,0.04181100000000004,0.11149600000000015,0.02787400000000001,False,0.016479999999999828,0.05973000000000006,0.02986500000000003,0.08362200000000009,0.04181100000000004
T8_F368,8,368,705,93.7,368,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.6769400000000001,1.361844,0.684904,1.019392,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9791666666666666,0.69775,1.0,0.9306930693069307,0.9659090909090909,0.27874000000000004,0.46589400000000003,0.06769399999999992,0.08163100000000001,0.1194599999999999,0.08163100000000001,0.15131600000000012,0.009955000000000047,False,0.0881559999999999,0.06769399999999992,0.08163100000000001,0.1194599999999999,0.08163100000000001
T8_F369,8,369,706,93.9,369,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.61721,1.449448,0.832238,1.0333290000000002,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9729166666666667,0.6645016339869281,1.0,0.8712871287128713,1.0,0.270776,1.103014,0.16724400000000006,0.08362199999999986,0.16724400000000006,0.08362199999999986,0.16923500000000008,0.02488749999999995,False,0.0005519999999998859,0.16724400000000006,0.08362199999999986,0.16724400000000006,0.08362199999999986
T8_F370,8,370,707,94.1,370,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.7486160000000001,1.389718,0.641102,1.069167,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9520833333333333,0.6319166666666667,1.0,0.801980198019802,0.9659090909090909,0.29865,0.3424520000000002,0.2349380000000001,0.069685,0.2349380000000001,0.069685,0.13140600000000008,0.02190099999999995,False,0.06028199999999995,0.2349380000000001,0.069685,0.2349380000000001,0.069685
T8_F371,8,371,708,94.3,371,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.7207420000000001,1.4335200000000001,0.712778,1.077131,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,1.0,0.6524166666666666,1.0,1.0,1.0,inf,inf,0.031856000000000106,0.01194599999999979,0.03982000000000019,0.011946000000000012,0.06968500000000005,0.018914500000000056,False,0.016479999999999828,0.031856000000000106,0.01194599999999979,0.03982000000000019,0.011946000000000012
T8_F372,8,372,709,94.5,372,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.65703,1.437502,0.780472,1.047266,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9854166666666667,0.604375,1.0,0.9603960396039604,0.9886363636363636,0.501732,0.40218200000000004,0.1314059999999999,0.06570299999999996,0.1314059999999999,0.06769399999999992,0.075658,0.019910000000000094,False,0.012497999999999898,0.1314059999999999,0.06570299999999996,0.1314059999999999,0.06769399999999992
T8_F373,8,373,710,94.7,373,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.7087960000000001,1.4056460000000002,0.6968500000000001,1.0572210000000002,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9479166666666666,0.6074754901960784,1.0,0.7821782178217822,0.9886363636363636,0.24688400000000005,0.25086600000000003,0.20308199999999987,0.09357700000000013,0.20308199999999987,0.10552300000000014,0.06968499999999994,0.02687850000000014,False,0.04435399999999978,0.20308199999999987,0.09357700000000013,0.20308199999999987,0.10552300000000014
T8_F374,8,374,711,94.9,374,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.63712,1.389718,0.752598,1.013419,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9958333333333333,0.6427916666666667,1.0,1.0,0.9886363636363636,1.1229240000000003,0.37032600000000016,0.06769400000000003,0.03384699999999996,0.05973000000000006,0.04181100000000004,0.06570299999999996,0.022896500000000097,False,0.06028199999999995,0.06769400000000003,0.03384699999999996,0.05973000000000006,0.04181100000000004
T8_F375,8,375,712,95.1,375,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5973,1.425556,0.828256,1.011428,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9708333333333333,0.6163333333333333,1.0,1.0,0.8409090909090909,1.05523,0.226974,0.05574800000000002,0.027873999999999954,0.05574800000000002,0.031855999999999884,0.12742399999999998,0.04380200000000012,False,0.02444399999999991,0.05574800000000002,0.027873999999999954,0.05574800000000002,0.031855999999999884
T8_F376,8,376,713,95.3,376,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.7725080000000001,1.4215740000000001,0.649066,1.0970410000000002,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9895833333333334,0.617625,1.0,0.9603960396039604,1.0,0.31856000000000007,0.9676260000000001,0.14733400000000008,0.069685,0.14733399999999996,0.069685,0.183172,0.07565800000000011,False,0.02842599999999984,0.14733400000000008,0.069685,0.14733399999999996,0.069685
T8_F377,8,377,714,95.5,377,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.613228,1.449448,0.8362200000000001,1.031338,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9854166666666667,0.6558823529411765,1.0,0.9405940594059405,0.9886363636363636,0.17918999999999996,0.17918999999999996,0.0876039999999999,0.069685,0.0876039999999999,0.08760400000000002,0.12543300000000002,0.044797500000000046,False,0.0005519999999998859,0.0876039999999999,0.069685,0.0876039999999999,0.08760400000000002
T8_F378,8,378,715,95.7,378,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.6211920000000001,1.3937000000000002,0.7725080000000001,1.007446,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.99375,0.665375,1.0,0.9900990099009901,0.9886363636363636,0.529606,0.44598399999999994,0.00398199999999993,0.001991000000000076,0.023892000000000135,0.019910000000000094,0.08362200000000003,0.019909999999999983,False,0.056299999999999795,0.00398199999999993,0.001991000000000076,0.023892000000000135,0.019910000000000094
T8_F379,8,379,716,95.9,379,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.553498,1.4295380000000002,0.8760400000000002,0.9915180000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.95,0.64475,1.0,0.9504950495049505,0.9090909090909091,0.26679400000000003,0.37430799999999986,0.37829,0.1652530000000001,0.37829,0.08959500000000009,0.07964000000000004,0.02986500000000003,False,0.020461999999999758,0.37829,0.1652530000000001,0.37829,0.08959500000000009
T8_F380,8,380,717,96.1,380,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.53757,1.3578620000000001,0.8202920000000001,0.947716,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9458333333333333,0.626375,1.0,0.801980198019802,0.9659090909090909,0.03981999999999997,0.2986500000000001,0.019909999999999872,0.023892000000000024,0.023892000000000135,0.023892000000000024,0.08362199999999997,0.031856000000000106,False,0.03756999999999999,0.019909999999999872,0.023892000000000024,0.023892000000000135,0.023892000000000024
T8_F381,8,381,718,96.3,381,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5017320000000001,1.4335200000000001,0.9317880000000001,0.9676260000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9354166666666667,0.59375,1.0,0.8514851485148515,0.875,0.03185600000000005,0.215028,0.011946000000000012,0.011946000000000012,0.08760400000000002,0.027874000000000065,0.15927999999999998,0.05574800000000002,False,0.0017320000000000668,0.011946000000000012,0.011946000000000012,0.08760400000000002,0.027874000000000065
T8_F382,8,382,719,96.5,382,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.6968500000000001,1.4215740000000001,0.724724,1.059212,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9708333333333333,0.6191584967320262,1.0,0.8712871287128713,0.9886363636363636,0.505714,0.22299200000000008,0.08362199999999997,0.031855999999999884,0.1274240000000001,0.09556799999999999,0.14733400000000002,0.053756999999999944,False,0.02842599999999984,0.08362199999999997,0.031855999999999884,0.1274240000000001,0.09556799999999999
T8_F383,8,383,720,96.7,383,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.63712,1.449448,0.812328,1.043284,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9875,0.63725,1.0,0.9702970297029703,0.9886363636363636,0.266794,0.18715400000000004,0.08760400000000002,0.0955680000000001,0.13538799999999995,0.09357700000000002,0.10154100000000005,0.036833499999999963,False,0.0005519999999998859,0.08760400000000002,0.0955680000000001,0.13538799999999995,0.09357700000000002
T8_F384,8,384,721,96.9,384,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.7525980000000001,1.449448,0.69685,1.101023,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9333333333333333,0.644625,1.0,0.7029702970297029,0.9886363636363636,0.37032600000000004,0.34643400000000013,0.015927999999999942,0.009954999999999936,0.015927999999999942,0.009954999999999936,0.14335200000000015,0.08760400000000002,False,0.0005519999999998859,0.015927999999999942,0.009954999999999936,0.015927999999999942,0.009954999999999936
T8_F385,8,385,722,97.1,385,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.549516,1.4175920000000002,0.8680760000000002,0.983554,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.99375,0.6476666666666666,1.0,1.0,0.9659090909090909,1.1468160000000003,0.27874,0.035837999999999814,0.013937000000000088,0.06769400000000014,0.03782899999999989,0.17321700000000023,0.09457250000000006,False,0.03240799999999977,0.035837999999999814,0.013937000000000088,0.06769400000000014,0.03782899999999989
T8_F386,8,386,723,97.3,386,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.7087960000000001,1.401664,0.6928679999999999,1.0552300000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9895833333333334,0.6651960784313725,1.0,0.9801980198019802,0.9659090909090909,0.4220920000000001,0.23892000000000002,0.11149599999999993,0.08760400000000002,0.11149599999999993,0.07963999999999993,0.17919000000000018,0.0637120000000001,False,0.048335999999999935,0.11149599999999993,0.08760400000000002,0.11149599999999993,0.07963999999999993
T8_F387,8,387,724,97.5,387,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.561462,1.437502,0.87604,0.999482,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9583333333333334,0.6531666666666667,1.0,0.801980198019802,1.0,0.13140599999999997,1.007446,0.04380200000000012,0.017918999999999796,0.03981999999999997,0.019909999999999872,0.24290200000000006,0.11547800000000008,False,0.012497999999999898,0.04380200000000012,0.017918999999999796,0.03981999999999997,0.019909999999999872
T8_F388,8,388,725,97.7,388,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.53757,1.110978,0.573408,0.824274,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9958333333333333,0.6684583333333334,1.0,1.0,0.9772727272727273,1.222474,0.6490660000000001,0.04380200000000001,0.02190099999999995,0.03982000000000008,0.019910000000000094,0.40417300000000006,0.15032050000000008,False,0.03756999999999999,0.04380200000000001,0.02190099999999995,0.03982000000000008,0.019910000000000094
T8_F389,8,389,726,97.9,389,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.9158600000000001,0.983554,0.06769399999999992,0.9497070000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.99375,0.5964583333333333,1.0,0.9702970297029703,1.0,0.4897860000000001,0.55748,0.30661400000000016,0.08163100000000001,0.310596,0.11547799999999997,0.4400110000000001,0.16027550000000007,False,0.4158600000000001,0.30661400000000016,0.08163100000000001,0.310596,0.11547799999999997
T8_F390,8,390,727,98.1,390,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5335880000000001,0.9755900000000001,0.442002,0.7545890000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9895833333333334,0.5319583333333333,1.0,0.9702970297029703,0.9772727272727273,0.20706400000000003,0.649066,0.027874000000000065,0.013936999999999977,0.027874000000000065,0.013936999999999977,0.26878500000000005,0.1383745,False,0.03358800000000006,0.027874000000000065,0.013936999999999977,0.027874000000000065,0.013936999999999977
T8_F391,8,391,728,98.3,391,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.6968500000000001,0.9755900000000001,0.27874,0.8362200000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.99375,0.6475081699346406,1.0,1.0,0.9659090909090909,1.071158,0.792418,0.007964000000000082,0.003982000000000041,0.019909999999999983,0.009955000000000047,0.205073,0.07267150000000006,False,0.19685000000000008,0.007964000000000082,0.003982000000000041,0.019909999999999983,0.009955000000000047
T8_F392,8,392,729,98.5,392,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.509696,1.03532,0.525624,0.772508,True,,all_finite_height_estimator_v1,True,,True,True,True,False,quality_gate_batch1,unmeasurable,,,,,0.96875,0.46925,0.99581589958159,0.9603960396039604,0.9090909090909091,0.0,0.525624,0.390236,0.195118,0.38227200000000006,0.1831720000000001,0.14136099999999996,0.15032050000000013,False,0.009696000000000038,0.390236,0.195118,0.38227200000000006,0.1831720000000001
T8_F393,8,393,730,98.7,393,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.7645440000000001,1.2543300000000002,0.48978600000000005,1.0094370000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9520833333333333,0.3288333333333333,0.9372384937238494,1.0,0.9090909090909091,0.04380200000000001,0.031855999999999884,0.31856000000000007,0.20507300000000006,0.310596,0.20507300000000006,0.057738999999999985,0.19014050000000016,False,0.1956699999999998,0.31856000000000007,0.20507300000000006,0.310596,0.20507300000000006
T8_F394,8,394,731,98.9,394,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.661012,1.071158,0.410146,0.866085,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.99375,0.31466666666666665,0.9874476987447699,1.0,1.0,0.06769400000000003,0.05176599999999998,0.31855999999999984,0.22299200000000008,0.2389199999999999,0.22299200000000008,0.091586,0.1971090000000001,False,0.16101200000000004,0.31855999999999984,0.22299200000000008,0.2389199999999999,0.22299200000000008
T8_F395,8,395,732,99.1,395,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.9636440000000001,1.270258,0.30661400000000005,1.116951,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,1.0,0.3988562091503268,1.0,1.0,1.0,inf,inf,0.31855999999999995,0.29466799999999993,0.31855999999999995,0.29466799999999993,0.15330699999999997,0.20805949999999995,False,0.17974199999999985,0.31855999999999995,0.29466799999999993,0.31855999999999995,0.29466799999999993
T8_F396,8,396,733,99.3,396,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.8999320000000001,1.0034640000000001,0.10353200000000007,0.9516980000000002,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,1.0,0.500875,1.0,1.0,1.0,inf,inf,0.4061640000000001,0.21104599999999984,0.4061640000000001,0.21104599999999984,0.274758,0.17918999999999985,False,0.39993200000000007,0.4061640000000001,0.21104599999999984,0.4061640000000001,0.21104599999999984
T8_F397,8,397,734,99.5,397,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.919842,1.3698080000000001,0.4499660000000001,1.144825,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,1.0,0.4101666666666667,1.0,1.0,1.0,inf,inf,0.12742399999999998,0.06769399999999992,0.12742399999999998,0.06769399999999992,0.34842500000000004,0.20606849999999988,False,0.08019199999999982,0.12742399999999998,0.06769399999999992,0.12742399999999998,0.06769399999999992
T8_F398,8,398,735,99.7,398,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.87604,0.9755900000000001,0.09955000000000003,0.925815,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,1.0,0.41770833333333335,1.0,1.0,1.0,inf,inf,0.2389199999999999,0.09158599999999995,0.2389199999999999,0.09158599999999995,0.416119,0.15032049999999997,False,0.37604000000000004,0.2389199999999999,0.09158599999999995,0.2389199999999999,0.09158599999999995
T8_F399,8,399,736,99.9,399,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.7167600000000001,1.298132,0.581372,1.007446,True,,all_finite_height_estimator_v1,True,,True,True,True,False,pilot_1,unmeasurable,,,,,0.9979166666666667,0.32373366013071897,1.0,0.9900990099009901,1.0,0.35838000000000003,0.939752,0.01592799999999983,0.00398199999999993,0.01592799999999983,0.00398199999999993,0.481822,0.08163100000000001,False,0.1518679999999999,0.01592799999999983,0.00398199999999993,0.01592799999999983,0.00398199999999993
T10_F000,10,0,341,20.1,0,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,,,,,False,insufficient_finite_profile,all_finite_height_estimator_v1,False,estimator_nonfinite,False,False,False,False,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,,,,,
T10_F001,10,1,342,20.3,1,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,,,,,False,insufficient_finite_profile,all_finite_height_estimator_v1,False,estimator_nonfinite,False,False,False,False,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,,,,,
T10_F002,10,2,343,20.5,2,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,,,,,False,insufficient_finite_profile,all_finite_height_estimator_v1,False,estimator_nonfinite,False,False,False,False,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,,,,,
T10_F003,10,3,344,20.7,3,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,,,,,False,insufficient_finite_profile,all_finite_height_estimator_v1,False,estimator_nonfinite,False,False,False,False,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,,,,,
T10_F004,10,4,345,20.9,4,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,,,,,False,insufficient_finite_profile,all_finite_height_estimator_v1,False,estimator_nonfinite,False,False,False,False,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,,,,,
T10_F005,10,5,346,21.1,5,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,,,,,False,insufficient_finite_profile,all_finite_height_estimator_v1,False,estimator_nonfinite,False,False,False,False,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,,,,,
T10_F006,10,6,347,21.3,6,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,,,,,False,insufficient_finite_profile,all_finite_height_estimator_v1,False,estimator_nonfinite,False,False,False,False,pilot_1,unmeasurable,,,,,0.0020833333333333333,4.0849673202614376e-05,0.0,0.009900990099009901,0.0,,,,,,,,,False,,,,,
T10_F007,10,7,348,21.5,7,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,,,,,False,insufficient_finite_profile,all_finite_height_estimator_v1,False,estimator_nonfinite,False,False,False,False,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,False,,,,,
T10_F008,10,8,349,21.7,8,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,,,,,False,insufficient_finite_profile,all_finite_height_estimator_v1,False,estimator_nonfinite,False,False,False,False,,,,,,,0.0125,0.000375,0.0,0.0,0.03409090909090909,,,,,,,,,False,,,,,
T10_F009,10,9,350,21.9,9,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5017320000000001,0.983554,0.481822,0.742643,True,,all_finite_height_estimator_v1,True,,False,False,False,False,,,,,,,0.03333333333333333,0.0012083333333333334,0.0,0.0,0.056818181818181816,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0017320000000000668,0.0,0.0,0.0,0.0
